201;;;301;;;401;;;501;;;601;;
20201201;124500;150000;;;;;;;;;;20201201;90000;100000
;;;;;;;;;;;;20201208;103000;131500
;;;;;;;;;;;;20201208;133000;144500
;;;;;;;;;;;;20201208;163000;175000
